00:02:07,MsgId,6,Data0,1,Data1,1,Data2,0,Data3,0
00:02:07,MsgId,6,Data0,1,Data1,2,Data2,0,Data3,0
00:02:07,MsgId,6,Data0,1,Data1,3,Data2,0,Data3,0
00:02:07,MsgId,6,Data0,1,Data1,4,Data2,0,Data3,0
00:02:08,MsgId,6,Data0,1,Data1,5,Data2,0,Data3,0
00:02:08,MsgId,6,Data0,2,Data1,1,Data2,0,Data3,0
00:02:08,MsgId,6,Data0,2,Data1,2,Data2,0,Data3,0
00:02:08,MsgId,6,Data0,2,Data1,3,Data2,0,Data3,0
00:02:08,MsgId,6,Data0,2,Data1,4,Data2,0,Data3,0
00:02:09,MsgId,6,Data0,2,Data1,5,Data2,0,Data3,0
00:02:09,MsgId,6,Data0,3,Data1,1,Data2,0,Data3,0
00:02:09,MsgId,6,Data0,3,Data1,2,Data2,0,Data3,0
00:02:09,MsgId,6,Data0,3,Data1,3,Data2,0,Data3,0
00:02:09,MsgId,6,Data0,3,Data1,4,Data2,0,Data3,0
00:02:10,MsgId,6,Data0,3,Data1,5,Data2,0,Data3,0
00:02:10,MsgId,6,Data0,4,Data1,1,Data2,0,Data3,0
00:02:10,MsgId,6,Data0,4,Data1,2,Data2,0,Data3,0
00:02:10,MsgId,6,Data0,4,Data1,3,Data2,0,Data3,0
00:02:10,MsgId,6,Data0,4,Data1,4,Data2,0,Data3,0
00:02:11,MsgId,6,Data0,4,Data1,5,Data2,0,Data3,0
00:02:11,MsgId,7,Data0,1,Data1,0,Data2,0
00:02:11,MsgId,7,Data0,2,Data1,0,Data2,0
00:02:11,MsgId,7,Data0,3,Data1,0,Data2,0
00:02:11,MsgId,7,Data0,4,Data1,0,Data2,0
00:02:11,MsgId,5
00:02:11,MsgId,51,Data0,0,Data1,7
00:02:11,MsgId,1
00:07:07,MsgId,6,Data0,1,Data1,1,Data2,0,Data3,0
00:07:07,MsgId,6,Data0,1,Data1,2,Data2,0,Data3,0
00:07:07,MsgId,6,Data0,1,Data1,3,Data2,0,Data3,0
00:07:07,MsgId,6,Data0,1,Data1,4,Data2,0,Data3,0
00:07:08,MsgId,6,Data0,1,Data1,5,Data2,0,Data3,0
00:07:08,MsgId,6,Data0,2,Data1,1,Data2,0,Data3,0
00:07:08,MsgId,6,Data0,2,Data1,2,Data2,0,Data3,0
00:07:08,MsgId,6,Data0,2,Data1,3,Data2,0,Data3,0
00:07:08,MsgId,6,Data0,2,Data1,4,Data2,0,Data3,0
00:07:09,MsgId,6,Data0,2,Data1,5,Data2,0,Data3,0
00:07:09,MsgId,6,Data0,3,Data1,1,Data2,0,Data3,0
00:07:09,MsgId,6,Data0,3,Data1,2,Data2,0,Data3,0
00:07:09,MsgId,6,Data0,3,Data1,3,Data2,0,Data3,0
00:07:09,MsgId,6,Data0,3,Data1,4,Data2,0,Data3,0
00:07:10,MsgId,6,Data0,3,Data1,5,Data2,0,Data3,0
00:07:10,MsgId,6,Data0,4,Data1,1,Data2,0,Data3,0
00:07:10,MsgId,6,Data0,4,Data1,2,Data2,0,Data3,0
00:07:10,MsgId,6,Data0,4,Data1,3,Data2,0,Data3,0
00:07:10,MsgId,6,Data0,4,Data1,4,Data2,0,Data3,0
00:07:11,MsgId,6,Data0,4,Data1,5,Data2,0,Data3,0
00:07:11,MsgId,7,Data0,1,Data1,0,Data2,0
00:07:11,MsgId,7,Data0,2,Data1,0,Data2,0
00:07:11,MsgId,7,Data0,3,Data1,0,Data2,0
00:07:11,MsgId,7,Data0,4,Data1,0,Data2,0
00:07:11,MsgId,5
