13:49:58,MsgId,51,Data0,30,Data1,3
13:50:17,MsgId,51,Data0,30,Data1,4
13:50:19,MsgId,51,Data0,30,Data1,5
13:50:21,MsgId,51,Data0,30,Data1,6
13:50:49,MsgId,51,Data0,30,Data1,7
13:50:59,MsgId,51,Data0,30,Data1,8
13:51:00,MsgId,51,Data0,30,Data1,9
13:51:01,MsgId,51,Data0,30,Data1,10
13:51:02,MsgId,51,Data0,30,Data1,11
13:51:03,MsgId,51,Data0,30,Data1,12
13:51:03,MsgId,51,Data0,30,Data1,13
13:51:13,MsgId,51,Data0,30,Data1,18
13:51:23,MsgId,51,Data0,30,Data1,19
13:51:28,MsgId,51,Data0,30,Data1,20
13:51:32,MsgId,51,Data0,30,Data1,21
13:51:46,MsgId,51,Data0,30,Data1,22
13:51:55,MsgId,51,Data0,30,Data1,23
13:51:57,MsgId,51,Data0,30,Data1,24
13:52:03,MsgId,51,Data0,30,Data1,25
14:02:54,MsgId,51,Data0,30,Data1,39
14:02:54,MsgId,51,Data0,30,Data1,40
14:02:54,MsgId,51,Data0,30,Data1,41
14:02:54,MsgId,51,Data0,30,Data1,42
14:02:54,MsgId,51,Data0,30,Data1,43
14:02:54,MsgId,51,Data0,30,Data1,44
14:02:54,MsgId,51,Data0,30,Data1,45
14:02:54,MsgId,51,Data0,30,Data1,46
14:02:54,MsgId,51,Data0,30,Data1,47
14:02:54,MsgId,51,Data0,30,Data1,48
14:02:54,MsgId,51,Data0,30,Data1,49
14:02:54,MsgId,51,Data0,30,Data1,50
14:02:54,MsgId,51,Data0,30,Data1,51
14:02:54,MsgId,51,Data0,30,Data1,52
14:02:54,MsgId,51,Data0,30,Data1,53
14:02:54,MsgId,51,Data0,30MsgId,51,Data0,30,Data1,158
14:02:59,MsgId,51,Data0,30,Data1,159
14:03:04,MsgId,51,Data0,30,Data1,160
14:03:09,MsgId,51,Data0,30,Data1,161
14:03:14,MsgId,51,Data0,30,Data1,162
14:06:27,?MsgId,32,Data0,0
14:06:28,MsgId,30
14:06:28,MsgId,31,Data0,0,Data1,43
14:06:29,MsgId,5
14:06:29,MsgId,51,Data0,13,Data1,245
14:06:29,MsgId,15
14:07:05,MsgId,32,Data0,0
14:07:06,MsgId,30
14:07:06,MsgId,31,Data0,0,Data1,43
14:07:06,MsgId,5
14:07:06,MsgId,51,Data0,14,Data1,143
14:07:06,MsgId,15
14:07:06,MsgId,71,Data0,14,Data1,89




14:08:27,MsgId,32,Data0,0
14:08:28,MsgId,30
14:08:28,MsgId,31,Data0,0,Data1,42
14:08:28,MsgId,5
14:08:28,MsgId,51,Data0,13,Data1,9
14:08:28,MsgId,15
14:08:28,MsgId,71,Data0,12,Data1,238
